web-scraper-order,web-scraper-start-url,year,year-href,month,month-href,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
1576011180-1942,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,10,29.6,32.5,27.7,1005.4,74,1.02,4.2,4.3,7.6,-,o,,,
1576011180-1943,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,11,,,,,,,,,,,o,,o,
1576011180-1944,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,12,,,,,,,,,,,o,,,
1576011180-1945,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,13,,,,,,,,,,,,,,
1576011180-1946,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,14,31.7,36.4,27.8,1006.3,70,0,4.3,5,7.6,-,,,,
1576011180-1947,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,15,27.4,34.5,24.5,1007.5,84,46.48,3.2,4.1,9.4,-,o,,o,
1576011180-1948,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,16,29.3,33.4,24,1005.6,70,1.02,4.2,2.2,3.5,-,o,,,
1576011180-1949,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,17,,,,,,,,,,,,,,
1576011180-1950,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,18,,,,,,,,,,,,,,
1576011180-1951,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,19,,,,,,,,,,,,,,
1576011180-1952,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,20,31.8,35.2,27.6,1001.9,60,0,4.3,3.1,3.5,-,,,,
1576011180-1953,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,21,32.3,35.8,28,1001.7,63,11.43,4.8,2.4,3.5,-,,,,
1576011180-1954,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,22,32.1,36,25.3,1000.4,72,0,4.7,4.1,7.6,-,,,,
1576011180-1955,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,23,,,,,,,,,,,o,,o,
1576011180-1956,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,24,,,,,,,,,,,,,,
1576011180-1957,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,25,,,,,,,,,,,,,,
1576011180-1958,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,26,29.8,33.2,25.2,1004.7,72,38.1,4,6.5,14.8,-,o,,,
1576011180-1959,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,27,29.2,30.6,22.6,1004.4,79,3.56,4.3,3.7,7.6,-,o,,,
1576011180-1960,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,28,28.9,35.1,27,1003.3,78,0.51,4,2.8,3.5,-,,,,
1576011180-1961,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,29,,,,,,,,,,,o,,o,
1576011180-1962,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,30,,,,,,,,,,,,,,
1576011180-1963,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,31,,,,,,,,,,,,,,
1576011180-1964,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011180-1965,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,May,https://en.tutiempo.net/climate/05-2015/ws-419230.html,,29.9,34,25.3,1004.9,70.1,176.27,4.1,3.3,6.6,,11,0,6,0
1576011161-1901,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,1,31.9,36,28.4,1003.1,67,0,4.5,3.1,7.6,-,,,,
1576011161-1902,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,2,29.1,36.2,25.1,1004.6,76,19.56,4.5,3.7,7.6,-,o,,o,
1576011161-1903,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,3,31.8,35.7,25,1005.3,67,0,4.3,2,5.4,-,,,,
1576011161-1904,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,4,,,,,,,,,,,,,,
1576011161-1905,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,5,,,,,,,,,,,,,,
1576011161-1906,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,6,,,,,,,,,,,,,,
1576011161-1907,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,7,31.7,35.6,28.3,1003,69,0,4.7,4.1,5.4,-,,,,
1576011161-1908,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,8,32.9,36,28.3,1002.4,64,0,4.5,3.5,5.4,-,,,,
1576011161-1909,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,9,31.4,35,28.6,1001.2,71,0,4.5,4.8,9.4,-,,,,
1576011161-1910,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,10,,,,,,,,,,,o,,,
1576011161-1911,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,11,,,,,,,,,,,o,,o,
1576011161-1912,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,12,,,,,,,,,,,o,,,
1576011161-1913,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,13,25.8,31.6,24.4,1002.7,88,37.34,3.5,5.2,22.2,-,o,,o,
1576011161-1914,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,14,28.2,32.5,24.2,1001.8,80,5.08,3.7,2.8,7.6,-,o,,o,
1576011161-1915,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,15,28.4,31.6,25.4,1001.7,82,7.87,3.9,0.9,3.5,-,o,,o,
1576011161-1916,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,16,,,,,,,,,,,o,,,
1576011161-1917,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,17,,,,,,,,,,,,,,
1576011161-1918,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,18,,,,,,,,,,,o,,o,
1576011161-1919,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,19,31.8,35,27.3,1000.5,67,0,4.7,1.5,3.5,-,,,,
1576011161-1920,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,20,30.9,34.2,27.9,1000.7,66,0,4.7,4.6,7.6,-,,,,
1576011161-1921,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,21,29.7,33,26.8,999.7,73,2.03,4.3,5.7,9.4,-,o,,,
1576011161-1922,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,22,,,,,,,,,,,o,,,
1576011161-1923,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,23,,,,,,,,,,,o,,,
1576011161-1924,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,24,,,,,,,,,,,,,,
1576011161-1925,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,25,27.1,29.2,26,994.2,91,89.15,3.7,0.4,3.5,-,o,,o,
1576011161-1926,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,26,26.8,29.5,25.5,992.4,92,67.06,3.1,2,3.5,-,o,,,
1576011161-1927,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,27,26.5,28.3,25.7,998.8,90,29.21,4,3.9,5.4,-,o,,,
1576011161-1928,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,28,,,,,,,,,,,o,,,
1576011161-1929,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011161-1930,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,30,,,,,,,,,,,,,,
1576011161-1931,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011161-1932,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,June,https://en.tutiempo.net/climate/06-2015/ws-419230.html,,29.3,32.7,26.5,1001.2,77.3,373.38,4.2,2.8,6.3,,16,0,7,0
1576011142-1868,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,1,28.3,34,27,1003.9,82,4.06,4,3,3.5,-,o,,,
1576011142-1869,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,2,29,31,27,1002.7,76,0,4.5,2,5.4,-,,,,
1576011142-1870,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,3,30.1,34,26.3,1001.5,73,0,4.2,2.8,5.4,-,,,,
1576011142-1871,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,4,,,,,,,,,,,,,,
1576011142-1872,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,5,,,,,,,,,,,o,,,
1576011142-1873,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,6,,,,,,,,,,,,,,
1576011142-1874,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,7,29.6,33.6,26,998.4,78,0.25,4.7,2.6,5.4,-,o,,,
1576011142-1875,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,8,28.6,32.4,25.4,997.6,81,17.53,4.2,4.1,9.4,-,o,,,
1576011142-1876,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,9,26.7,28.5,25.6,999.4,89,71.12,3.7,3.9,5.4,-,o,,,
1576011142-1877,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,10,,,,,,,,,,,o,,o,
1576011142-1878,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,11,,,,,,,,,,,,,,
1576011142-1879,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,12,,,,,,,,,,,,,,
1576011142-1880,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,13,31.7,35,27.8,1000.4,73,0,4.5,1.1,3.5,-,,,,
1576011142-1881,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,14,31.1,35.5,28,998.4,76,12.95,4,1.1,5.4,-,o,,o,
1576011142-1882,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,15,27.2,29.6,25.5,997.9,90,62.99,3.7,0,-,-,o,,o,
1576011142-1883,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,16,,,,,,,,,,,o,,,
1576011142-1884,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,17,,,,,,,,,,,o,,,
1576011142-1885,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,18,,,,,,,,,,,o,,o,
1576011142-1886,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,19,26.1,27.2,24.9,999.7,91,48.26,3.7,1.9,3.5,-,o,,,
1576011142-1887,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,20,26.7,28.5,25.3,1000,89,43.94,3.9,2.6,3.5,-,o,,,
1576011142-1888,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,21,28.2,31.6,25.2,1002.5,87,3.81,4.5,1.1,3.5,-,o,,,
1576011142-1889,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,22,,,,,,,,,,,o,,,
1576011142-1890,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,23,,,,,,,,,,,,,,
1576011142-1891,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,24,,,,,,,,,,,o,,,
1576011142-1892,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,25,26.8,30.1,25.4,1000.3,87,1.02,4.2,2.2,3.5,-,o,,,
1576011142-1893,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,26,26.9,29.3,25,999,76,25.4,3.9,5,7.6,-,o,,,
1576011142-1894,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,27,26,27.9,24.7,998.5,85,6.86,3.7,1.1,3.5,-,o,,,
1576011142-1895,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,28,,,,,,,,,,,o,,,
1576011142-1896,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,29,,,,,,,,,,,o,,,
1576011142-1897,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,30,,,,,,,,,,,o,,,
1576011142-1898,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,31,25.2,26.5,24,994.8,93,84.84,2.7,8.1,13,-,o,,,
1576011142-1899,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011142-1900,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,July,https://en.tutiempo.net/climate/07-2015/ws-419230.html,,28.4,31.6,25.9,999.8,81.5,674.86,4,2.6,5.3,,23,0,4,0
1576011132-1835,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,August,https://en.tutiempo.net/climate/08-2015/ws-419230.html,1,26.2,29.5,23.8,1000.3,91,47.24,3.7,5.9,11.1,-,o,,o,
1576011132-1836,https://en.tutiempo.net/climate/ws-419230.html,Clima 2015,https://en.tutiempo.net/climate/2015/ws-419230.html,August,https://en.tutiempo.net/climate/08-2015/ws-419230.html,2,27.8,30.3,25.2,1003.7,83,22.35,3.5,3,5.4,-,o,,,
